translated_text,class
Donald J. Trump watuhumiwa wa ubakaji watafanyiwa Desemba 16 na wanaodaiwa kuwa wanajisiwa watawakilishwa na mwanasheria wa ngazi za juu.,0
"Hawezi kuwa na maoni yaliyo sawa kuhusu wanawake, lakini wanaume wanaweza kuwa na msimamo mkali dhidi ya wanawake, na kwamba hata yeye hawezi kamwe kuwa mkali kwa sababu ya ubaguzi wa rangi, lakini yeye hawezi kamwe kuwa mkali dhidi ya wanawake, lakini anaweza kuwa na maoni yasiyofaa kuhusu ubaguzi wa rangi, lakini anaweza kuwa mkali dhidi ya wanawake.",0
"Ni kama juma la kwanza la Novemba, kwa hiyo, ni wakati wa Vita ya Kila Mwaka kwa ajili ya udi wa Krismasi. Mwaka uliopita, kulikuwa na mikahawa mikubwa ya Starbucks ya wakati wa mapumziko ya sikukuu, na bila shaka, watu walichukuliwa tena.",0
Sheria mpya yenye ukatili katika Arkansas yathibitisha kwamba wagoni - jinsia - moja wa nchi ya Republican wako kando ya wabakaji.,0
"YEHINGTON (Wasimamizi) - Mkurugenzi wa CIA Mike Pompeo siku ya Alhamisi alisema, yaonekana si sahihi, kwamba mashirika ya akili ya Marekani yamekata kauli kwamba Urusi haikuathiri matokeo ya uchaguzi wa mwaka 2016, lakini ripoti yake ilisema kwamba Urusi ilikuwa na nia ya kusaidia kupiga kura mnamo Januari, na kwamba serikali ya Urusi ilikuwa haingeweza kufanya uchunguzi na kwamba matokeo yote hayo yalikuwa kinyume na matokeo ya uamuzi wa serikali.",1
"Baada ya kuiaibisha sana nchi yetu kwa kuwa kiongozi wa NATO akiwa huko Brussels, Ubelgiji leo, yeye alitwaa akaunti yake ya Twita kwa ajili ya upigaji kura wa chini wa kura ya maoni ya maoni hadi kufikia kiwango cha chini.",0
"Ni shambulio gani lililofanywa na Shirika la Habari la Uingereza, na labda lilizungumzia mashambulizi ya muda mfupi yaliyofanywa na Shirika la Marekani la Marekani la Marekani, ambayo pia yaliripoti kuhusu mashambulizi ya kigaidi yaliyotokea huko London, na pia yanadaiwa kwamba jiji la London la Marekani lilikumbwa na mashambulizi ya kigaidi, na kwamba jiji la Marekani lilikumbwa na mapigano mengi nchini Uingereza.",0
Donald Trump alifikiria kumleta Juanita Broadrick kwenye mjadala wa pili wa urais kungekuwa wazo zuri.,0
"Maofisa wa ngazi za juu wa serikali ya Marekani (Certerters) - Sebastian Gorka, aliyekuwa mshauri wa zamani wa U.S. Rais Donald Trump ambaye alijiuzulu baada ya kutoka kwenye ngazi ya juu ya nyumba ya White House, mara nyingi alijiunga na shirika la kizalendo liitwalo Gruthern promberp.",1
"Bila shaka, polisi hao walikuwa na wasiwasi kwa sababu ya msimamo wao.",0
"BO Gereling/ASHINGTON (Roughers) - Mradi wa hivi karibuni ulioonyesha uhusiano kati ya Marekani na mshauri mkuu wa mambo ya kiuchumi Gary Cohn alikuwa amezusha maswali kuhusu muda ambao Cohn ataka kubaki katika kazi yake, alisema kwamba watu wawili wenye uhusiano wa karibu na White House.",1
"Donald Trump alikataa kwa uzito uhakika wa kwamba Mexico hailipi gharama kwa ajili ya ukuta wake wa mpakani usio na matokeo ni dhahiri sana wakati wa mkutano wa pamoja wa vyombo vya habari. Mexico imepiga Trump stahada hiyo kwa mara nyingi, lakini Trump anaendelea kutoa maoni yake ya kinyume, na aliendelea kufanya hivyo siku ya Jumatatu wakati wa mkutano na Rais wa Finland Sauri Niinisto.",0
"Jumanne kwenye Ikulu ya White House, watu kadhaa wanawekwa ili kupokea sifa ya Uhuru kutoka kwa Rais Obama. Wale watakaowapokea wanatia ndani Tom Hanks, Michael Jordan na Ellen DeGeneres, miongoni mwa wengine. Kulingana na USA Today: Kwa mara ya mwisho akiwa madarakani, Rais Obama atapatia taifa heshima ya juu zaidi kwa watu 21 kutoka kwenye orodha ya sayansi hadi kwenye michezo.",0
"Maandamano dhidi ya serikali ya Trump yanaongeza kasi sasa kwa kuwa Ofisi ya Bajeti ya Congress imetoa kadirio lao la muswada huo. Na si ajabu kwamba, seneta wa Republican wanapungua wakati wote ili kuepuka washtakiwaji wenye hasira kuomba msaada kwa ajili ya chama cha GOP kutochukua huduma zao za afya.",0
"Paul alikuwa akitoa maoni yake mara moja kwamba Paul alikuwa akihojiwa na serikali ya Marekani, na Paul alikuwa ameshtakiwa mara moja kwa kosa la kushindwa kusikiliza kesi ya Bowling Green, Kentucky County Atlinen alisema kwa simu Boucher, Jamhuri ya Georgia ilikuwa na mashtaka kwamba yeye ndiye aliyekuwa ameshtakiwa na hatia kwa kosa lake.",1
"Donald Trump wakati huo anajulikana kwa kutoa taarifa za kichaa, lakini katika mahojiano ya wakati wa wakati, The Donald alifaulu kufanya majaribio ya kujaribu kutetea baadhi ya popo zake zaidi na kusema uwongo.",0
"Badala ya kuheshimu Siku ya Moyo yamba, Trump alianza asubuhi yake kwa kuanzisha shambulio kali dhidi ya Richard Blumenthal. Akijaribu kutazama Seneta Richard Blumenthal wa Connecticut akiongea kuhusu maneno ya uongo ya Urusi wakati alipokuwa mchoraji bandia wa Vietnam! Donald (@DealyTrumppppp) August 7, 2017",0
"Rais wa Marekani Donald Trump anachangia sana utafutaji wake wa fedha kwa ajili ya benki ya Marekani, na wakati huo yeye ndiye aliyekuwa na wasiwasi zaidi.",1
Steve Bannon ana orodha ya wazi na yenye nguvu ya uhusiano wa Trump na vyombo vya habari.,0
Si kwa sababu Sally Yates alitupa tufe kubwa la theluji na si kwa sababu mamilioni ya Wamarekani wanaweza kupoteza bima yao ya afya.,0
"Baada ya kanda za hivi karibuni kuvuja kuonyesha Trump kwa mvao wa kingono hivi kwamba yeye ni mzembe kabisa, tunastarehe tu kusikia mengi, kama kuna chochote, kutoka kwa Trump Kellyanne Conway. Kisha, alipokuwa akihojiwa na Chris Matthew Matthews kwenye MSBC, Conway anaweza kusema kitu fulani kutoka kwenye kampeni hiyo.[2]",0
"Donald Trump s White House poursis alikishauri Melissa McCarthy habari zaidi ya kufanya kazi na siku ya Jumamosi Usiku Live. Kama sote tunajua, Mkurugenzi wa FBI James Comey alifunua wakati wa kiapo kwamba Trump anachunguzwa na Urusi wakati wa uchaguzi wa mwaka 2016, lakini mimi sikujua kwamba yeye pia alikuwa na ujuzi juu ya afisa wa polisi.",0
"Kabla ya ukanda uliovuja wa Donald Trump kueleza mwelekeo wake wa kuwashika wanawake kwa kutumia mashine ya muziki iitwayo Samy Bush, ilionekana kwamba vyombo vya habari vilikuwa vikimpuuza Donald Trump kuwa mgombea urais.",0
YEHINGTON (Wasimamizi wa Serikali) - Kamati ya ufikirio katika Bunge la Marekani juu ya uwezekano wa tisho la kitaifa la wafanyakazi wa Idara ya Serikali ilipunguza gharama siku ya Alhamisi wakati ambapo kila Demokrato kwenye Nyumba ya Wawakilishi wa Mambo ya Nje alisaini barua ya kuomba msaada.,1
"Siku ya Jumatatu, Donald Trump kwa mara nyingine alishambulia London s Mayor, Sadiq Khan, kwa kile ambacho anafikiri kuwa kinatokea mashambulizi ya kigaidi ya London.",0
"Bila kujali umekuwa ukiishi chini ya mwamba tangu Januari, unajua kwamba Republicans kupitia nchi hiyo amekuwa akiamka polepole lakini pole kwa pole kwenye hali ya hofu kubwa ya mwezi Novemba.",0
"Kwa kweli, tulikuwa tukijaribu kuona jinsi ambavyo washiriki wa familia ya Trump walivyo na maoni yao. Baada ya yote, Donald mwenyewe anashangilia kutoka kwenye mstari mrefu wa Trump ambaye hajalazimika kufanya kazi siku nzima maishani mwao. Kwa nini familia yake ingekuwa tofauti na ile ya serikali ya Marekani, na yawezekana kwamba yeye ndiye aliyekuwa na umri mkubwa kuliko wote, Ivanka, ambaye kwa wazi haoni tabia zake zote kuwa ni njema. Lakini hakuna njia ya kubandikwa jina la utani kwa ajili ya rais wa Marekani.",0
"BEIJING (Watangazaji wa serikali) - Pamoja na matangazo ya kupita kiasi na mchezo wa kibinafsi, Rais wa China Xi Jipping siku ya Jumatano alikuwa amefungua ukumbi mwekundu kwa ajili ya Rais wa Marekani Donald Trump katika Jiji Lililopigwa Marufuku, nyumba ya kale ya China Nyenjeri. Wakati Korea Kaskazini na biashara ilipoanzishwa ili kutawala sehemu rasmi ya ziara yake ya Ijumaa, China imejaribu kuonyesha umuhimu wa ziara ya serikali ya kigeni, kwa kuwa kiongozi mkuu wa Chama cha Kikomunisti.",1
"Baada ya kuwa na wasiwasi kuhusu jambo lolote, Robert Scarup, ambaye pia ni mwanasheria, alisema kwamba baada ya mahojiano ya mahakama, na kwa hakika yeye ndiye aliyepinga uamuzi wake wa kisheria, yeye ndiye aliyepinga uamuzi wa mahakama.",0
"White House inapata wasiwasi wa kweli leo baada ya Donald Trump Jr. alitwiti kwa nguvu nakala za barua pepe ya kuanzisha mkutano pamoja na mwanasheria wa Urusi ili kupata uchafu kwa Hillary Clinton. Pia kwenye mkutano huo alikuwa Trump s-net, Jared Kusser Kusser na Rais wa zamani, Paul Manafort.",0
Nilikuwa tukizama katika duru ya mwisho ya uchaguzi huu wa rais tangu Agosti (Mwezi wa 8).,0
Donald Trump aliyekuwa mwungaji - mkono Kaylison McEnany alichukuliwa kwenye tukio la kawaida la siku ya Alhamisi na CNN ske Tapper.,0
MEHINGTON (Wasimamizi) - Rais wa Marekani Donald Trump alisema Jumatano alikuwa akiongea na Rais wa China Xi Jinling ili kumpongeza kwa uongozi mpya uliozinduliwa kwenye Mkutano wa Chama cha Kikomunisti jijini Beijing.,1
"NYHINGTON (Wawakilishi) - Roger Stone, ambaye amekuwa rais kwa muda mrefu Donald Trump, alikataa kujibu moja ya maswali kutoka kwa wanachama wa U.S. Nyumba ya Wawakilishi wa Akili siku ya Jumanne na angeweza kukabiliana na prena wa kurudi na kujibu maswali hayo, jopo la juu la Demokract alisema.",1
"Katika siku chache tu kabla ya siku ya uchaguzi, Donald Trump anazidi kuwatisha watu waliounga mkono na kuwatisha watu. Hata hivyo, mnamo Jumanne, Ingle Trump alikuwa na wasiwasi kwamba kanisa la weusi la kihistoria huko Mississippi liliharibiwa na mashabiki hao wa ubaguzi wa rangi wa Trump.",0
"Akiwa na wasiwasi mwingi, Elizabeth Warren (D-Mass.) pia amekuwa akishughulika na msimamo mkali katika Ikulu ya White House kwa sababu ya uwezekano wake kama mgombea urais wa 2020, pamoja na ukweli kwamba yeye hatakimbia. Nyumba ya White House inakutana na Kamati ya Jamhuri ya Marekani (RNC) na kusema kwamba yeye ndiye mwenye msimamo mkali na kiongozi wa chama cha Marekani.",0
"YEHingTON (Wasimamizi) - Seneta Elizabeth Warren alikosoa data Inc (EFX.N) siku ya Jumatano, akisema kwamba haikufaulu kulinda wateja kwa kiasi kikubwa baada ya habari kubwa na kusimama kupata fedha kutoka kwa kampuni ya serikali ya Marekani ambayo imeweka bayana habari juu ya watu zaidi ya 140.",1
"Conservatives hudai kwamba wapiga kura wa ID ni wa lazima kunasa wapiga kura wasio halali, lakini inageuka kuwa ni wale tu wanaotengeneza ID ili kutumia siku ya uchaguzi.",0
"Richard Blumenthal alisumbuliwa sana na James Comomy slief shuhuda kwamba Attorney Jeff Sesssions alikuwa akificha mkutano wa tatu na Warusi. Wakati wa mahojiano na CNN s Erin Burnett siku ya Alhamisi, Blumental alisema kwamba kama kile kilichofunuliwa ni cha kweli, basi ninaweza kuthibitisha kile ambacho huenda kiliandaliwa katika kikao cha tatu cha mkutano wa Blumenta, hata bila kuwa, kile ambacho kimeongezwa na Warusi (kwa Kiingereza), na Sengners alikuwa akiamua kwamba alikuwa ameingilia kati ya mazungumzo yake.",0
Daktari wa dharura Donald Trump aliiambia ukame wa Dakotas kuwa anaweza kufanya ukame na kuwaambia wahudhuriaji wakati wa marekebisho ya kodi kwamba wao ni afadhali kuliko majiji ya Harvey. Ninafahamu kwamba kuna ukame kidogo.,0
YEHINGTON (Wasimamizi wa Amerika) - Rais Donald Trump alisema kwamba kulikuwa na mwelekeo wa kutojali kwa serikali ya Marekani. Baada ya kusikiliza juu ya uzoefu wake wa maisha ya Marekani wakati wa mkutano na Wenyeji wa Vita ya Ulimwengu ya Pili katika rejezeo lililoonekana kuwa la dharau kwa Bunge la Marekani.,1
Akiwa na lengo la kujikita katika vyombo vya habari na mwendesha mashtaka wa pekee anayewekwa kwenye kesi hii sasa.,0
YEHingTON (Watangazaji) - Rais Donald Trump alisema siku ya Alhamisi atafanya kazi na Bunge la Marekani ili nikubali na kutoa mikopo ili kusaidia kujenga upya Puerto Riko baada ya kuharibiwa na Kimbunga Maria mwezi mmoja uliopita.,1
"MNAMO Februari 16 W.K., viongozi wa serikali ya Marekani walipanga kujenga mitambo ya nyuklia katika maeneo yote ya Mashariki ya Kati ilijigamba baada ya Marekani kutoa maombi yao kutoka kwa Donald Trump mwones wa usalama wa kitaifa kwa ajili ya mradi ambao ulihitaji ufuatwe dhidi ya Urusi, hati zilizopitiwa na Reuters, ambazo hapo awali hazikuwa zikifunua sehemu mpya za mpango huo, ikiwa ni pamoja na kampuni ya Urusi iliyokuwa ikitoa hoja za kuzuia matumizi ya nyuklia.",1
"Kama vile Donald Trump anahitaji msaada ili kupunguza uzito wa chama chake, mshiriki mkuu wa kampeni yake katika Oklahoma, Seneta Ralph Shortey, alilazimika kujiuzulu baada ya kukamatwa katika chumba cha hoteli na kahaba wa miaka 17.",0
"Kwa kweli, Donald ni mtu asiyejiweza na asiyejiweza kabisa kuchaguliwa kuwa rais. Kwa sababu ya hasira yake ya hivi karibuni, kambi za uhamiaji zimepigwa marufuku dhidi ya wale waliokuwa wakiwasili Marekani kutoka nchi saba za Kiislamu. Jambo hilo limesababisha taifa na ulimwengu kulipuka kwa vurugu, na watu waliokuwa raia halali wa Marekani walirudishwa kwenye uwanja wa ndege wa Marekani.",0
"Baada ya miaka minane ya kudai kwamba mfuko wa utunzaji wa Afford uliondolewa na mahali pake kuchukuliwa na huduma za afya, yeye huwa na uwezo mkubwa wa kukabiliana na ugonjwa wa akili.",0
"Missouri, katika jaribio la kufanya serikali yao iwe na usalama, ameweka hatua za usalama kwa watu wote.",0
"Wakati Trump Katibu wa Serikali alipokuwa akitembelea kituo cha polisi cha Umoja wa Mataifa kwenye mpaka wa Korea Kaskazini na Korea Kusini siku ya Ijumaa, waziri wa zamani wa Exxon Mobil Corp.",0
Chama cha Republicans kinatetea Urusi kwa dhati baada ya uchunguzi wa CIA kusema kwamba wanasarakasi wa Urusi waliingilia uchaguzi wetu ili kumsaidia Donald Trump kushinda.,0
"Siku chache kabla ya kutoa shukrani, benki ya chakula katika Texas ya Kati ilipokea barua ambayo ilikuwa yenye chuki sana hivi kwamba ingeandikwa tu na Trump kampuni.",0
Mwandishi wa habari mwenye kuheshimiwa Dan Bali alionekana kwenye The Last Word pamoja na Lawrence O Donnell Alhamisi usiku na alikuwa na maneno makali kuhusu Donald Trump.,0
"Kwa kuwa sasa alikuwa na wasiwasi kuhusu msimamo wa rais wa nchi ya Marekani, yeye pia anajua kuwa serikali ya nchi hiyo ni hatari, lakini sasa anajua kuwa serikali ya nchi za nje ina wasiwasi mkubwa na matumizi yasiyotabirika ya maafisa wa Ulaya, alikuwa akizungumzia hali ya kutokuwa na uhakika, alimwambia BizFeed News kama vile ambavyo wangefikiri na serikali yake ya kimataifa.",0
"Kwa kawaida, watu huwa na kawaida ya kushughulikia mambo ya kibinafsi ya maisha ya akina mama ambao huwa na msimamo mkali dhidi ya watu wenye tatizo la kuvuka mipaka ya Marekani, kupanga bajeti ya Uzanga, na kitu kingine chochote ambacho kinapatana na maoni yake ya kusikitisha ya ulimwengu na kuwasaidia wanawake kufanya kazi wakati uleule na inamsukuma ndizi.",0
"Katika kipindi cha miaka 11 iliyopita, Trump anapaswa kupoteza wigo wake wakati ambapo Melissa McCarthy alicheza Sean Spicerday Live wiki iliyopita, Trump ana wasiwasi kuhusu ukubwa wa mikono yake na ana tatizo kubwa na wanawake wanaomdhihaki.",0
Donald Trump ameshtaki tena na tena Demokrates kwamba ni lazima wapiga kura wa ki-Dicicria wajiunge mkono.,0
"Kwa ujumla, wapiga kura wa kievanjeli Trump wamegundua tu kuwa walidanganywa. Kwa kumposa Mike Pence kama utovu wake wa maadili, Donald Trump alituma ujumbe kwa jamii ya LGBT kwamba haki zao za kikatiba ziko katika hatari ya kufunguliwa. Kwa hakika, moja ya sababu ambazo Wakristo wengi wenye kushikilia kanuni za kihafidhina walitupilia mbali na madai yao ya kupiga kura usiku huo.",0
"Trump alifanya uamuzi mbaya, au kwa hiyo wafuasi wake wenye bidii wanaonekana kufikiri. majaribio yake ya kufanya kazi na Bunge la Marekani la Marekani.",0
"Muda wa saa chache kabla ya mjadala wa tatu na wa mwisho wa rais, hata Trump anajaribu kujitenga na baba yake katika kampeni. Katika kipindi cha miaka miwili iliyopita, Ivanka Trump aliulizwa kuhusu fungu ambalo amechukua kama mmoja wa washiriki wa kikundi cha ndani cha Republican ambaye anashikilia msimamo.",0
"Imeonekana kwamba tuna wapiga kura wapatao 50 ambao walikuwa na msimamo usioeleweka wa kupiga kura zao siku ya Dec. 19. Kama matokeo, timu ya sheria ya nchi nzima, timu ya wapiga kura inatayarisha kura 1,000+ fupi kwa ajili ya wanachama wa Congress, ambao bado wanalazimika kupiga kura siku ya Ijumaa, Jan 6. Idadi hii ingemshusha Trump kutoka 306 hadi 256, na kufanya ushindi wake kuwa ni kinyume cha katiba.",0
"(Routers) - Maofisa wa Shirika la Upelelezi la Marekani na Marekani waliosaidia kutafuta habari mnamo Jumanne. Peter Strzok, wakili mkuu wa FBI, alimwambia mfanyakazi mwenzake kwamba ilimbidi Hillary Clinton kushinda shindano la mbio la kwenda White House, na New York Times alitoa maoni yake kutoka kwa shirika la habari la Strzok.",1
"Mara tu baada ya kifo cha Rais Obama kutoa salamu kwa ajili ya Fidel Castro s death, kwa sababu walitoa rambirambi kwa ajili ya maadui wabaya zaidi. Baada ya habari za madikteta wa zamani wa Kuba, Rais Obama alitoa taarifa ifuatayo: Wakati huu Fidel Castro anapita, tunawatia moyo watu wa nchi yetu.",0
"Hali ya hewa ya chini imekuwa ikijaribu kupinga vikali sayansi ya hali ya hewa ambayo inaonesha joto la dunia kwa haraka. Wao huonekana kuamini kwamba ikiwa hali ya baridi iko nje, basi dunia ina joto.",0
"Mtu mwingine aliyeitwa Fox News na Donald Trump mweread Sean Hannity aliharuki kwa kujaribu kujifanya kwamba yeye si mo. Katika hatua ya kumtetea Trump tena, wakati huu baada ya mjadala wake mbaya siku ya Jumatatu usiku, Hannity alifoka kwenye vyombo vya habari: Sasa, rafiki zangu wa kawaida katika vyombo vya habari, hata hivyo, wamekuwa wakionesha kuwa ni sawa na mavazi yao mazuri na bei ya divai.",0
MEHINGTON (Wasimamizi) - Rais wa Marekani Donald Trump alikataa kusema siku ya Jumatano kama atatembelea Rasi ya Korea South Lawn wakati wa ziara ya kijeshi ya Asia inayokuja.,1
"Sisi sote twamjua Trump paranoia ISIS inamfanya akasirike kweli, kama vile kupiga marufuku wasafiri kutoka nchi ambazo hatujawahi kupeleka ugaidi wakati wa kupuuza nchi ambazo zimezichukua. Wakati wa kampeni yake, yeye pia anaitwa kwa ujinga Bill Gates ili kufunga mtandao wa intaneti, kwa sababu Internet ni moja ya ISIS, lakini, kama vile wengine wa kundi la haki, anapuuza kabisa tisho la kigaidi, na inakua haraka zaidi ya ISIS.",0
Katika uchaguzi wa rais wa zamani wa televisheni Donald Trump alichochea namna mbalimbali za hisia katika wapiga kura wa Marekani na wengi wao walikuwa wabaya.,0
"Ingawa Mahakama Kuu ilizuia vikali sheria za upigaji kura wa North Carolina (kutia ndani kura yao ya ID, na maamuzi yao ya kupunguza upigaji kura wa mapema na kukomesha uandikishaji wa siku moja), serikali bado iliweza kutafuta njia za kupiga kura ya mapema ya serikali ya jimbo hilo.",0
"Donald Trump amekuwa akijieleza wakati wa matumizi yake ya teknolojia. Mara nyingi yeye hutwiti katikati ya usiku, huendelea kwenye mbio ndefu ambazo hazieleweki, na kwa ujumla humfanya kuwa kama mtu mwenyewe mbele ya ulimwengu wote kupitia akaunti yake ya Twita. Hata hivyo, tunaweza kumzuia Trump kutoka kwenye mtandao wa Twita. Mara tu atakuwa rais, hatuwezi kumzuia asisikilize simu.",0
"YEHINGTON (Wasimamizi) - Rais wa U.S. Donald Trump alikiita Kimbunga Ima مA x mhouthers xphobling japokuwa kilipiga pwani ya Florida, akisema kwamba alitaka kwenda kwenye jimbo hilo mara moja na kuwasifu maofisa wa dharura kwa ajili ya jitihada zao za kulinda watu.",1
"ASUBUHI ya miaka 10 iliyopita, mkuu wa Bunge la Marekani aliikosoa kamati ya usimamizi wa kodi ya jimbo hilo.",1
"YEHINGTON (Routers) - Aliyekuwa mshauri wa kampeni ya Trump Carter Page siku ya Alhamisi aliwasilisha nyaraka zilizoelezwa kuwa ni ya pamoja na isiyo ya lazima kwa kamati mbili za upelelezi zilizochunguza madai ya Urusi katika uchaguzi wa rais 2016, Page, mshauri wa biashara ya mafuta na mawasiliano mengi nchini Urusi, aliiambia Reuters katika ujumbe kwamba alitoa nyaraka kwa kamati ya upelelezi.",1
"Jana, Buzfeed News ilitoa ripoti iliyosema kuwa Urusi inaweza kuwa inajaribu kumtisha Rais proteria Trump kwa sababu ya kulegeza sheria za ngono zinazohusu kukojoa, makahaba na chuki yake kwa Rais Barack Obama. Kwa kuwa madai haya yalitangazwa katika mtandao wote wa intaneti, Trump na timu yake ya mabadiliko wamekuwa wakifanya kazi mchana kutwa ili kuijadili ripoti na kuisadikisha Marekani kuwa madai hayo si ya kweli.",0
"Wakati huu ni vigumu kusema lakini alijitokeza kwenye televisheni ya Urusi na kuangusha bomu ambalo lingeweza kuathiri uchaguzi wa 2020 ambao unajua, kama anachukua hatua kali.",0
"Donald Trump alirekebisha Marekebisho ya Kwanza wakati alipokuwa akitoa maoni yake kwenye Imani na Uhuru siku ya Alhamisi na kufanya jumla yake kwenye mtandao wa Twita. Wakati wa hotuba yake, Trump alisema kwamba Marekani itafanikiwa tu ikiwa tuna imani katika Mungu wetu na kutangaza kwamba ni lazima Amerika ijitoe kwa muumba wake ili kuifanya nchi yetu kuwa kubwa..",0
"Kwa sasa ulimwengu unalipuka kwa sababu ya habari kuwa Donald Trump scond slither, Paul Manafort ameshtakiwa kwa makosa ya jinai yaliyofanywa na Robert Mueller.",0
"Kama ni pamoja na mstakali wa kwanza na wenye thamani zaidi kati ya mashirika matatu yanayoripoti, ili kuonyesha ukweli wa taarifa hizo; moja ya mambo ya siri yaliyopata kurekodiwa.",0
"Wakati huo, wakati huo alikuwa na hamu kubwa ya kuwadhibiti wanawake, na wakati uleule alikuwa na wasiwasi mwingi sana, lakini mara nyingi aliwaza kuhusu wanawake waliochaguliwa. Alikuwa akijiruhusu aandamane na wenzake, lakini je, alikuwa akijiruhusu akamatwe na wanawake wa nchi hiyo.",0
DOHINGTON (Routers) - Programu ya visa vya watu waliokuwa na msimamo mkali ililenga kuwatisha raia wa Marekani wakati wa mashambulizi ya rais Donald Trump siku ya Jumatano baada ya yeye kugundua kwamba mtu aliyeshtakiwa kuua watu wanane katika New York City siku ya Jumanne aliitumia katika nchi hiyo.,1
"NYHINGTON (Wasimamizi wa Serikali) - Waandishi wa kodi ya kodi katika Nyumba ya Wawakilishi wa Marekani wanafikiria kutunga sheria ya kuleta msaada wa kodi kwa biashara na watu binafsi walioathiriwa na Kimbunga Harvey na Ima, mweka sheria mkuu wa Bunge juu ya masuala ya kodi alisema mnamo Jumanne. Mwakilishi Kevin Brady, Republican mwenyekiti wa Kamati ya Nyumba na Kamati ya Kodi, alisema kwamba wafanyakazi walikuwa wakifanya kazi na mashirika ya sheria yaliyoathiriwa na mpango wa kupunguza hasara ya mali, wanasaidia kuokoa na kutoa misaada.",1
"Donald Trump anafikiri anaweza kulazimisha Bunge la Marekani kwa ajili ya msaada wa kifedha wa mpakani kwa kutoa huduma za kibinafsi, na pia anasadiki kuwa yeye ndiye anayepiga pesa kwa ajili ya matumizi yake.",0
"Akiwa ameshikilia sana maoni yake, Anthony Scaruci, anainua nyusio za maoni, na si kwa sababu amekuwa Wall Streeter mwingine wa zamani. Alimuunga mkono Obama na Hillary, na ameonesha maoni ya wazi kuhusu mambo kama sheria za bunduki na Marekebisho ya Pili.",0
Donald Trump s Education Katibu aligundua jinsi alivyochukia siku ya Ijumaa.,0
"Juma lililopita, CNN s Anderson Cooper amekuwa akiomba radhi kwa kiasi kikubwa kama ningalikuwa na hatia kwa ajili ya matumizi ya mtandao wa intaneti wakati alipokuwa akifungua macho yake katika Kellyanne Conway. Sasa, alikuwa akikaribia kuwa mchezaji mwingine wa mtandao wa intaneti kwa kutumia maneno yenye kuchukiza sana na maoni yasiyofaa kwa Trump slopet Jeffrey.",0
"MNAMO Februari 1, 1992, mahakama ya juu ya serikali ya Marekani ilisimamia mpango wa Idara ya Serikali ambao umeshutumiwa na watu wa zamani na ambao hapo awali walikuwa mabalozi wa serikali nchini Marekani baada ya kipindi cha miezi minne kazini, maofisa wa Marekani walisema kwamba siku ya Jumatatu, Maliz Baams, waziri wa zamani wa Idara ya Sheria ya Marekani alikuwa akikataa kutoa maoni yake kuhusu serikali.",1
"Kwa bahati mbaya, kama vile rais wa Marekani aliye na umri wa zaidi ya miaka 60, ambaye ni mtaalamu wa matatizo ya kiuchumi, ambaye pia ni mtaalamu wa matatizo ya kiuchumi, na ambaye ni mtaalamu wa matatizo ya kiuchumi, amepunguza idadi ya watu walio na matatizo ya kiuchumi.",0
YEHINGTON (Routers) - Kamati ya Bunge ya Marekani iliyodai mwingilio wa Urusi katika uchaguzi wa 2016 ilifuta kwa ghafula mahojiano na Rais Donald Trumps mwanasheria wa zamani Michael Cohen siku ya Jumanne baada ya kutoa taarifa kuhusu ushuhuda wake katika kukiuka sera ya kamati.,1
"Katika sauti mpya ambayo itafanya ngozi yako ichande, Donald Trump mshenzi wa ajabu huonyeshwa waziwazi. Wakati raia wa Jamhuri alinunua mashindano ya Bi USA ambayo aliyaita sheria ya Trump ambayo katika hiyo yeye na wafanyakazi wake walipiga mstari wote wa mashindano hayo ili aweze kuwakaribia na kuwanyang'anya wanawake wazuri.",0
"Katika kipindi cha miaka 20 iliyopita, Paulson alikuwa ameamua kuwa rais wa Marekani na wakati huo alikuwa ameshashajaribu kumsubiri rais wa Marekani.",0
"Donald Trump anaweza kutumia wakati wake kwa hasira akitwiti kwamba Urusi inachunguza jambo alilolifuta Mkurugenzi wa FBI James Comey baada ya kuomba misaada zaidi ni FAKE NEWS, huku akilalamika kuhusu kuvuja kwa taarifa zilizoainishwa ambazo wakati uleule ni FADE NEWS na habari za kweli, lakini wengine wetu wanaona kwamba si sawa tu kwa rais wa Marekani, lakini yeye mwenyewe ameuza taifa letu.",0
"Pamoja na uhakika wa kwamba Donald Trump na mashabiki wake wanajaribu kusadikisha kila mtu kwamba wao si wabaguzi wakati wowote wanapoachiliwa, uamuzi uko wazi kama vile tulivyodhania.",0
"Ilikuwa ni majuma machache tu yaliyopita kwamba Rais mteule Donald Trump alishambulia mara kwa mara uhuru wa Broadway kwa kutoa hotuba ya heshima juu ya usawa na tofauti kwa Makamu wake wa Rais, Mike Pence. Licha ya kwamba Pence hakuudhika na hakutaka kuomba msamaha, Trump alifoka dhidi ya kupigwa kwa siku, akisababisha mashabiki wake wasio na usawa kutoa wito wa ususiaji, Trump na mashabiki wake walikuwa na alama ya ukatili leo. Hamilton, Broadway alisema kwamba mmoja wa wa wa wa wa wa twiti zake, lakini alivunja rekodi yake ya pili kwa ajili ya matumizi ya fedha.",0
